127.0.0.1 - - [06/May/2024:21:56:17 -0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:42 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:42 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:42 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:42 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:42 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:42 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:42 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:46 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:46 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:46 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:46 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:46 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:46 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:46 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:46 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:46 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:46 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:46 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:46 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:46 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:46 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:47 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:58 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:58 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:58 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:58 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:58 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:58 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:58 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:58 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:58 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:58 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:58 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:58 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:58 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:58 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:59 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:59 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:59 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:59 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:59 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:59 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:59 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:59 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:59 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:59 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:59 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:59 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:59 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:59 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:02 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:02 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:02 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:02 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:02 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:02 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:02 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:02 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:02 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:02 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:02 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:02 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:02 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:02 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:08 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:08 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:08 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:08 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:08 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:08 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:08 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:08 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:08 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:08 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:08 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:08 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:08 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:08 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:09 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:09 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:09 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:09 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:09 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:09 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:09 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:53 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:53 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:53 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2988
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:53 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:53 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:53 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:53 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:54 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:54 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2988
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:54 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:54 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:54 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:54 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:54 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:55 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:55 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:55 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2988
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:55 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:55 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:55 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:07:55 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:02 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:02 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2988
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:02 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:02 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:02 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:02 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:02 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:02 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:02 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:02 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2988
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:03 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:03 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:03 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:03 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:03 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:03 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2988
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:03 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:03 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:03 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:03 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:08:03 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:09:21 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:09:21 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:09:21 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2972
0:0:0:0:0:0:0:1 - - [06/May/2024:22:09:21 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:09:21 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:09:21 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:09:22 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:09:22 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:09:22 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2972
0:0:0:0:0:0:0:1 - - [06/May/2024:22:09:22 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:09:22 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:09:22 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:09:22 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:09:22 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:10 -0700] "GET /201_final_project/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:10 -0700] "GET /201_final_project/login.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:10 -0700] "GET /201_final_project/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:13 -0700] "POST /201_final_project/Login HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:13 -0700] "GET /201_final_project/household.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:13 -0700] "GET /201_final_project/household.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:13 -0700] "GET /201_final_project/household.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:13 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:13 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:13 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:23 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:23 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:23 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 494
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:24 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:24 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:24 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:26 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:26 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:26 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:37 -0700] "POST /201_final_project/ShuffleTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:37 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:18:39 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:00 -0700] "GET /201backend/login.html HTTP/1.1" 404 817
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:01 -0700] "GET /201backend/login.html HTTP/1.1" 404 817
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:01 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:08 -0700] "GET /201_final_project/login.html HTTP/1.1" 200 1103
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:08 -0700] "GET /201_final_project/login.js HTTP/1.1" 200 810
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:08 -0700] "GET /201_final_project/style.css HTTP/1.1" 200 3520
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:12 -0700] "POST /201_final_project/Login HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:12 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:12 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2972
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:12 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:12 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:12 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:12 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:16 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:16 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:16 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:19 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:19 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:19 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:35 -0700] "GET /201_final_project/household.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:48 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:48 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:48 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:52 -0700] "GET /201_final_project/household.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:52 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:52 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:19:52 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
